model,model_dir,mode,samples,accuracy,f1_macro,precision_macro,recall_macro,time_total_sec,time_avg_sec,confusion_matrix_path,label,precision_label,recall_label,f1_label,support_label
image,/home/amandazirpolo/DIMEMEX/FT_image/SmolVLM_DIMEMEX_20251125_133530 ***,image,648,0.20679012345679013,0.11423699914748509,0.06893004115226338,0.3333333333333333,137.81184816360474,0.21267260519074804,matrix_confusion_image_image.csv,hate speech,0.0,0.0,0.0,402.0
image,/home/amandazirpolo/DIMEMEX/FT_image/SmolVLM_DIMEMEX_20251125_133530 ***,image,648,0.20679012345679013,0.11423699914748509,0.06893004115226338,0.3333333333333333,137.81184816360474,0.21267260519074804,matrix_confusion_image_image.csv,inappropriate content,0.20679012345679013,1.0,0.34271099744245526,134.0
image,/home/amandazirpolo/DIMEMEX/FT_image/SmolVLM_DIMEMEX_20251125_133530 ***,image,648,0.20679012345679013,0.11423699914748509,0.06893004115226338,0.3333333333333333,137.81184816360474,0.21267260519074804,matrix_confusion_image_image.csv,neither,0.0,0.0,0.0,112.0
image,/home/amandazirpolo/DIMEMEX/FT_image/SmolVLM_DIMEMEX_20251125_133530 ***,text_description,648,0.2716049382716049,0.20231034893414312,0.26302926967888607,0.34346126510305613,41.96442484855652,0.06475991488974771,matrix_confusion_image_text_description.csv,hate speech,0.6086956521739131,0.208955223880597,0.3111111111111111,402.0
image,/home/amandazirpolo/DIMEMEX/FT_image/SmolVLM_DIMEMEX_20251125_133530 ***,text_description,648,0.2716049382716049,0.20231034893414312,0.26302926967888607,0.34346126510305613,41.96442484855652,0.06475991488974771,matrix_confusion_image_text_description.csv,inappropriate content,0.0,0.0,0.0,134.0
image,/home/amandazirpolo/DIMEMEX/FT_image/SmolVLM_DIMEMEX_20251125_133530 ***,text_description,648,0.2716049382716049,0.20231034893414312,0.26302926967888607,0.34346126510305613,41.96442484855652,0.06475991488974771,matrix_confusion_image_text_description.csv,neither,0.1803921568627451,0.8214285714285714,0.2958199356913183,112.0
image,/home/amandazirpolo/DIMEMEX/FT_image/SmolVLM_DIMEMEX_20251125_133530 ***,text_description_image,648,0.38425925925925924,0.26999816270202537,0.2719727415691071,0.34602286188107084,175.96739721298218,0.2715546253286762,matrix_confusion_image_text_description_image.csv,hate speech,0.6323024054982818,0.4577114427860697,0.5310245310245311,402.0
image,/home/amandazirpolo/DIMEMEX/FT_image/SmolVLM_DIMEMEX_20251125_133530 ***,text_description_image,648,0.38425925925925924,0.26999816270202537,0.2719727415691071,0.34602286188107084,175.96739721298218,0.2715546253286762,matrix_confusion_image_text_description_image.csv,inappropriate content,0.0,0.0,0.0,134.0
image,/home/amandazirpolo/DIMEMEX/FT_image/SmolVLM_DIMEMEX_20251125_133530 ***,text_description_image,648,0.38425925925925924,0.26999816270202537,0.2719727415691071,0.34602286188107084,175.96739721298218,0.2715546253286762,matrix_confusion_image_text_description_image.csv,neither,0.18361581920903955,0.5803571428571429,0.27896995708154504,112.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,text,648,0.18209876543209877,0.1099935275080906,0.2913270637408568,0.3361614546316039,41.79643368721008,0.06450066927038593,matrix_confusion_text_desc_text.csv,hate speech,0.7,0.017412935323383085,0.03398058252427184,402.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,text,648,0.18209876543209877,0.1099935275080906,0.2913270637408568,0.3361614546316039,41.79643368721008,0.06450066927038593,matrix_confusion_text_desc_text.csv,inappropriate content,0.0,0.0,0.0,134.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,text,648,0.18209876543209877,0.1099935275080906,0.2913270637408568,0.3361614546316039,41.79643368721008,0.06450066927038593,matrix_confusion_text_desc_text.csv,neither,0.17398119122257052,0.9910714285714286,0.296,112.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,image,648,0.1728395061728395,0.0982456140350877,0.05761316872427983,0.3333333333333333,139.3566861152649,0.2150566143754088,matrix_confusion_text_desc_image.csv,hate speech,0.0,0.0,0.0,402.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,image,648,0.1728395061728395,0.0982456140350877,0.05761316872427983,0.3333333333333333,139.3566861152649,0.2150566143754088,matrix_confusion_text_desc_image.csv,inappropriate content,0.0,0.0,0.0,134.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,image,648,0.1728395061728395,0.0982456140350877,0.05761316872427983,0.3333333333333333,139.3566861152649,0.2150566143754088,matrix_confusion_text_desc_image.csv,neither,0.1728395061728395,1.0,0.29473684210526313,112.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,text_description,648,0.18209876543209877,0.11575333901676614,0.4474050853361198,0.3416252072968491,42.15607523918152,0.06505567166540357,matrix_confusion_text_desc_text_description.csv,hate speech,0.6666666666666666,0.009950248756218905,0.0196078431372549,402.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,text_description,648,0.18209876543209877,0.11575333901676614,0.4474050853361198,0.3416252072968491,42.15607523918152,0.06505567166540357,matrix_confusion_text_desc_text_description.csv,inappropriate content,0.5,0.014925373134328358,0.028985507246376812,134.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,text_description,648,0.18209876543209877,0.11575333901676614,0.4474050853361198,0.3416252072968491,42.15607523918152,0.06505567166540357,matrix_confusion_text_desc_text_description.csv,neither,0.1755485893416928,1.0,0.2986666666666667,112.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,text_description_image,648,0.17746913580246915,0.10369154047314966,0.3079710144927536,0.33582089552238803,177.4802303314209,0.2738892443386125,matrix_confusion_text_desc_text_description_image.csv,hate speech,0.75,0.007462686567164179,0.014778325123152709,402.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,text_description_image,648,0.17746913580246915,0.10369154047314966,0.3079710144927536,0.33582089552238803,177.4802303314209,0.2738892443386125,matrix_confusion_text_desc_text_description_image.csv,inappropriate content,0.0,0.0,0.0,134.0
text_desc,/home/amandazirpolo/DIMEMEX/FT_text_description/SmolVLM_DIMEMEX_20251124_183536 ***,text_description_image,648,0.17746913580246915,0.10369154047314966,0.3079710144927536,0.33582089552238803,177.4802303314209,0.2738892443386125,matrix_confusion_text_desc_text_description_image.csv,neither,0.17391304347826086,1.0,0.2962962962962963,112.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,text,648,0.24074074074074073,0.17996541900342225,0.4411181709568806,0.3414179104477612,41.852967500686646,0.06458791280970161,matrix_confusion_full_text.csv,hate speech,0.6477272727272727,0.1417910447761194,0.23265306122448978,402.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,text,648,0.24074074074074073,0.17996541900342225,0.4411181709568806,0.3414179104477612,41.852967500686646,0.06458791280970161,matrix_confusion_full_text.csv,inappropriate content,0.5,0.007462686567164179,0.014705882352941176,134.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,text,648,0.24074074074074073,0.17996541900342225,0.4411181709568806,0.3414179104477612,41.852967500686646,0.06458791280970161,matrix_confusion_full_text.csv,neither,0.17562724014336917,0.875,0.29253731343283584,112.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,image,648,0.1728395061728395,0.0982456140350877,0.05761316872427983,0.3333333333333333,137.9048011302948,0.21281605112699814,matrix_confusion_full_image.csv,hate speech,0.0,0.0,0.0,402.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,image,648,0.1728395061728395,0.0982456140350877,0.05761316872427983,0.3333333333333333,137.9048011302948,0.21281605112699814,matrix_confusion_full_image.csv,inappropriate content,0.0,0.0,0.0,134.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,image,648,0.1728395061728395,0.0982456140350877,0.05761316872427983,0.3333333333333333,137.9048011302948,0.21281605112699814,matrix_confusion_full_image.csv,neither,0.1728395061728395,1.0,0.29473684210526313,112.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,text_description,648,0.1712962962962963,0.10181189555914348,0.3901808785529716,0.3298685145700071,42.28292369842529,0.06525142546053286,matrix_confusion_full_text_description.csv,hate speech,0.0,0.0,0.0,402.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,text_description,648,0.1712962962962963,0.10181189555914348,0.3901808785529716,0.3298685145700071,42.28292369842529,0.06525142546053286,matrix_confusion_full_text_description.csv,inappropriate content,1.0,0.007462686567164179,0.014814814814814815,134.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,text_description,648,0.1712962962962963,0.10181189555914348,0.3901808785529716,0.3298685145700071,42.28292369842529,0.06525142546053286,matrix_confusion_full_text_description.csv,neither,0.17054263565891473,0.9821428571428571,0.2906208718626156,112.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,text_description_image,648,0.2932098765432099,0.27232738119256744,0.3404850331742841,0.3373904288083393,151.70096921920776,0.2341064339802589,matrix_confusion_full_text_description_image.csv,hate speech,0.643312101910828,0.2512437810945274,0.3613595706618962,402.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,text_description_image,648,0.2932098765432099,0.27232738119256744,0.3404850331742841,0.3373904288083393,151.70096921920776,0.2341064339802589,matrix_confusion_full_text_description_image.csv,inappropriate content,0.20353982300884957,0.17164179104477612,0.1862348178137652,134.0
full,/home/amandazirpolo/DIMEMEX/FT_image_text_description/SmolVLM_DIMEMEX_20251127_191312 ***,text_description_image,648,0.2932098765432099,0.27232738119256744,0.3404850331742841,0.3373904288083393,151.70096921920776,0.2341064339802589,matrix_confusion_full_text_description_image.csv,neither,0.1746031746031746,0.5892857142857143,0.2693877551020408,112.0
